CV_ID,Date,Plate.x,Bucket#.x,sal.treat.x,TA.treat.x,SA.mm2,SA.mm2.SE,SA.mm2.1,date.numb,notes.x,SA.start,grow.ratio,grow.perc,dps,mm2.diff.start,pixel ratio_original,pixels measured,pixel ratio_MEDIAN,pixel ratio_SE,Diff_time,Diff_growth,incr_growth,tare boat (mg),shell+gut+boat (mg),boat+gut (mg),post muff,post muff.2,gut.wt,shell.wt,orgC.shell.wt,%oc.ic.shell,code,CI,bucket,med.ta,med.S,med.pH,rank.ig,prob.ig,net_growth,rank.ng,prob.ng
265,8/23/2022,6,10,amb,3000,121.0935732,40372.45987,121.711,2459815,NA,112.434,1.082510628,108.2510628,29,9.277,10.1005,1229.341956,10.152,0.030450014,4,1.081307184,0.270326796,78.8239,342.4621,84.8958,332.1505,NA,6.0719,336.3902,4.2397,1.260351818,0,0.018050169,10,2850.629253,33.855,8.075,23,0.479166667,8.659573237,16,0.333333333
294,8/23/2022,6,10,amb,3000,91.18407452,30400.66695,91.649,2459815,NA,81.237,1.128168199,112.8168199,29,10.412,10.1005,925.7007245,10.152,0.030450014,4,1.767506304,0.441876576,60.6446,216.8442,64.0041,210.6005,NA,3.3595,213.4847,2.8842,1.351010166,0,0.015736491,10,2850.629253,33.855,8.075,25,0.520833333,9.947074517,17,0.354166667
279,8/23/2022,6,10,amb,3000,103.7738821,34598.09452,104.303,2459815,NA,93.807,1.111889305,111.1889305,29,10.496,10.1005,1053.512452,10.152,0.030450014,4,7.873750321,1.96843758,64.2651,279.4092,67.4589,272.7691,NA,3.1938,276.2154,3.4463,1.247685683,0,0.011562715,10,2850.629253,33.855,8.075,42,0.875,9.966882141,18,0.375
263,8/23/2022,6,10,amb,3000,136.2104957,45412.42467,136.905,2459815,NA,125.808,1.088205837,108.8205837,29,11.097,10.1005,1382.808953,10.152,0.030450014,4,-0.962525853,-0.240631463,67.5164,423.4018,72.9025,411.0194,NA,5.3861,418.0157,6.9963,1.673693117,0,0.012884923,10,2850.629253,33.855,8.075,18,0.375,10.40249572,19,0.395833333
277,8/23/2022,6,10,amb,3000,104.9439164,34988.18262,105.479,2459815,NA,91.973,1.146847444,114.6847444,29,13.506,10.1005,1065.39064,10.152,0.030450014,4,-4.531698817,-1.132924704,62.9641,364.1138,69.3416,352.1859,NA,6.3775,357.7363,5.5504,1.551533909,0,0.017827377,10,2850.629253,33.855,8.075,9,0.1875,12.97091642,20,0.416666667
264,8/23/2022,6,10,amb,3000,143.1441427,47724.09471,143.874,2459815,NA,129.467,1.111279322,111.1279322,29,14.407,10.1005,1453.199337,10.152,0.030450014,4,-1.574854489,-0.393713622,57.1959,390.5569,62.688,379.4045,NA,5.4921,385.0648,5.6603,1.469960381,0,0.014262794,10,2850.629253,33.855,8.075,15,0.3125,13.67714273,21,0.4375
273,8/23/2022,6,10,amb,3000,136.8044672,45610.45408,137.502,2459815,NA,121.86,1.128360414,112.8360414,29,15.642,10.1005,1388.838951,10.152,0.030450014,4,2.251603365,0.562900841,78.6922,322.2913,84.3362,313.4949,NA,5.644,316.6473,3.1524,0.995555623,0,0.017824248,10,2850.629253,33.855,8.075,26,0.541666667,14.9444672,22,0.458333333
266,8/23/2022,6,10,amb,3000,309.08903,103049.9318,310.665,2459815,NA,292.984,1.060348005,106.0348005,29,17.681,10.1005,3137.871833,10.152,0.030450014,4,7.517326856,1.879331714,78.8035,1120.6201,93.6791,1086.8557,NA,14.8756,1105.7445,18.8888,1.708242727,0,0.013453017,10,2850.629253,33.855,8.075,40,0.833333333,16.10502999,23,0.479166667
291,8/23/2022,6,10,amb,3000,103.73508,34585.15792,104.264,2459815,NA,85.976,1.212710524,121.2710524,29,18.288,10.1005,1053.118532,10.152,0.030450014,4,6.022656017,1.505664004,48.9268,211.7034,53.0475,205.5941,NA,4.1207,207.5827,1.9886,0.957979639,0,0.019850884,10,2850.629253,33.855,8.075,36,0.75,17.75907998,24,0.5
268,8/23/2022,6,10,amb,3000,137.4879821,45838.33718,138.189,2459815,NA,119.071,1.160559666,116.0559666,29,19.118,10.1005,1395.777995,10.152,0.030450014,4,-2.584313759,-0.64607844,57.5719,385.7327,63.9594,374.8078,NA,6.3875,379.3452,4.5374,1.196113724,0,0.016838225,10,2850.629253,33.855,8.075,13,0.270833333,18.41698212,25,0.520833333
246,8/23/2022,6,10,amb,3000,131.3045101,43776.77465,131.974,2459815,NA,110.334,1.196131745,119.6131745,29,21.64,10.1005,1333.003387,10.152,0.030450014,4,-6.296031533,-1.574007883,60.4247,479.5498,67.1648,466.5848,NA,6.7401,472.8097,6.2249,1.316576204,0,0.014255418,10,2850.629253,33.855,8.075,5,0.104166667,20.97051015,26,0.541666667
289,8/23/2022,6,10,amb,3000,127.1496945,42391.56384,127.798,2459815,NA,105.692,1.209154903,120.9154903,29,22.106,10.1005,1290.823699,10.152,0.030450014,4,-1.248845309,-0.312211327,72.6009,349.2112,78.6808,338.7571,NA,6.0799,343.1313,4.3742,1.27478898,0,0.017718873,10,2850.629253,33.855,8.075,16,0.333333333,21.45769454,27,0.5625
292,8/23/2022,6,10,amb,3000,137.8292421,45952.11288,138.532,2459815,NA,115.495,1.19946318,119.946318,29,23.037,10.1005,1399.242466,10.152,0.030450014,4,2.650331596,0.662582899,56.3487,376.6781,61.6224,364.1944,NA,5.2737,371.4044,7.21,1.941280179,0,0.014199347,10,2850.629253,33.855,8.075,28,0.583333333,22.33424212,28,0.583333333
260,8/23/2022,6,10,amb,3000,135.9657436,45330.8246,136.659,2459815,NA,113.542,1.203598668,120.3598668,29,23.117,10.1005,1380.32423,10.152,0.030450014,4,3.258587325,0.814646831,68.974,386.5656,75.54,374.8219,NA,6.566,379.9996,5.1777,1.362554066,0,0.017278966,10,2850.629253,33.855,8.075,30,0.625,22.42374365,29,0.604166667
283,8/23/2022,6,10,amb,3000,105.5289336,35183.22667,106.067,2459815,NA,82.235,1.289803612,128.9803612,29,23.832,10.1005,1071.329734,10.152,0.030450014,4,4.81797199,1.204492998,76.0338,237.2963,78.6354,231.5981,NA,2.6016,234.6947,3.0966,1.319416246,0,0.011085039,10,2850.629253,33.855,8.075,34,0.708333333,23.29393356,30,0.625
285,8/23/2022,6,10,amb,3000,123.5032867,41175.8556,124.133,2459815,NA,98.242,1.263543087,126.3543087,29,25.891,10.1005,1253.805367,10.152,0.030450014,4,12.61046686,3.152616715,47.9753,208.1065,52.5104,200.9569,NA,4.5351,203.5714,2.6145,1.28431597,0,0.022277687,10,2850.629253,33.855,8.075,45,0.9375,25.26128669,31,0.645833333
267,8/23/2022,6,10,amb,3000,162.6387445,54223.57281,163.468,2459815,NA,136.825,1.194723187,119.4723187,29,26.643,10.1005,1651.108534,10.152,0.030450014,4,-6.975682435,-1.743920609,61.7545,363.284,66.8863,351.9663,NA,5.1318,358.1522,6.1859,1.727170739,0,0.014328545,10,2850.629253,33.855,8.075,4,0.083333333,25.81374448,32,0.666666667
262,8/23/2022,6,10,amb,3000,205.0703958,68370.23719,206.116,2459815,NA,178.946,1.151833514,115.1833514,29,27.17,10.1005,2081.874658,10.152,0.030450014,4,-1.1210793,-0.280269825,56.0414,577.0989,66.9803,557.58,NA,10.9389,566.16,8.58,1.515472658,0,0.019321217,10,2850.629253,33.855,8.075,17,0.354166667,26.12439578,33,0.6875
274,8/23/2022,6,10,amb,3000,154.4365654,51488.97561,155.224,2459815,NA,127.729,1.215260434,121.5260434,29,27.495,10.1005,1567.840012,10.152,0.030450014,4,0.458563678,0.11464092,90.0914,424.8094,95.2344,414.1248,NA,5.143,419.6664,5.5416,1.320477408,0,0.012254972,10,2850.629253,33.855,8.075,20,0.416666667,26.70756541,34,0.708333333
287,8/23/2022,6,10,amb,3000,205.5877579,68542.72513,206.636,2459815,NA,178.119,1.160100831,116.0100831,29,28.517,10.1005,2087.126918,10.152,0.030450014,4,15.60863163,3.902157907,75.7908,598.6324,85.9848,580.9585,NA,10.194,588.4384,7.4799,1.271144099,0,0.017323818,10,2850.629253,33.855,8.075,46,0.958333333,27.46875788,35,0.729166667
270,8/23/2022,6,10,amb,3000,158.4451267,52825.42541,159.253,2459815,NA,129.922,1.225758532,122.5758532,29,29.331,10.1005,1608.534927,10.152,0.030450014,4,5.274007779,1.318501945,59.624,354.5166,66.7068,342.7982,NA,7.0828,347.4338,4.6356,1.334239789,0,0.020386042,10,2850.629253,33.855,8.075,35,0.729166667,28.52312672,36,0.75
253,8/23/2022,6,10,amb,3000,252.3204791,84123.36133,253.607,2459815,NA,223.559,1.134407472,113.4407472,29,30.048,10.1005,2561.557504,10.152,0.030450014,4,-4.370457712,-1.092614428,68.0527,679.7348,82.7301,655.0344,NA,14.6774,665.0574,10.023,1.50708796,0,0.022069373,10,2850.629253,33.855,8.075,11,0.229166667,28.76147907,37,0.770833333
275,8/23/2022,6,10,amb,3000,194.6266459,64888.30284,195.619,2459815,NA,165.54,1.181702308,118.1702308,29,30.079,10.1005,1975.84971,10.152,0.030450014,4,3.865207019,0.966301755,65.1448,510.5823,74.724,494.7575,NA,9.5792,501.0031,6.2456,1.246619033,0,0.019120041,10,2850.629253,33.855,8.075,33,0.6875,29.08664593,38,0.791666667
284,8/23/2022,6,10,amb,3000,169.8061994,56613.19413,170.672,2459815,NA,140.285,1.216609046,121.6609046,29,30.387,10.1005,1723.872536,10.152,0.030450014,4,6.395236675,1.598809169,72.9422,356.65,80.4571,345.8153,NA,7.5149,349.1351,3.3198,0.950864007,0,0.021524333,10,2850.629253,33.855,8.075,37,0.770833333,29.52119937,39,0.8125
286,8/23/2022,6,10,amb,3000,162.7750495,54269.01675,163.605,2459815,NA,132.78,1.232150926,123.2150926,29,30.825,10.1005,1652.492303,10.152,0.030450014,4,7.73365292,1.93341323,58.4904,340.1318,66.5651,330.0345,NA,8.0747,332.0571,2.0226,0.609112108,0,0.024317203,10,2850.629253,33.855,8.075,41,0.854166667,29.9950495,40,0.833333333
288,8/23/2022,6,10,amb,3000,127.403401,42476.14927,128.053,2459815,NA,97.029,1.319739459,131.9739459,29,31.024,10.1005,1293.399327,10.152,0.030450014,4,6.434865782,1.608716446,61.7506,261.2814,65.5186,255.4182,NA,3.768,257.5134,2.0952,0.813627563,0,0.014632248,10,2850.629253,33.855,8.075,38,0.791666667,30.37440096,41,0.854166667
281,8/23/2022,6,10,amb,3000,138.81422,46280.50337,139.522,2459815,NA,108.16,1.28995932,128.995932,29,31.362,10.1005,1409.241961,10.152,0.030450014,4,2.334075809,0.583518952,53.697,331.047,59.6865,320.7347,NA,5.9895,325.0575,4.3228,1.329857025,0,0.018425971,10,2850.629253,33.855,8.075,27,0.5625,30.65421996,42,0.875
290,8/23/2022,6,10,amb,3000,247.5318949,82526.8528,248.794,2459815,NA,208.999,1.19040761,119.040761,29,39.795,10.1005,2512.943797,10.152,0.030450014,4,3.766807527,0.941701882,61.941,566.9974,72.0073,549.8748,NA,10.0663,556.9311,7.0563,1.266996941,0,0.018074588,10,2850.629253,33.855,8.075,32,0.666666667,38.5328949,43,0.895833333
269,8/23/2022,6,10,amb,3000,291.4857847,97181.02976,292.972,2459815,NA,251.543,1.164699475,116.4699475,29,41.429,10.1005,2959.163686,10.152,0.030450014,4,9.108260288,2.277065072,57.7181,822.1988,69.1811,797.33,NA,11.463,810.7358,13.4058,1.653534974,0,0.014139008,10,2850.629253,33.855,8.075,43,0.895833333,39.94278467,44,0.916666667
293,8/23/2022,6,10,amb,3000,256.9140575,85654.85517,258.224,2459815,NA,214.082,1.20619202,120.619202,29,44.142,10.1005,2608.191512,10.152,0.030450014,4,11.89687677,2.974219194,73.3301,635.3567,83.6737,615.6548,NA,10.3436,625.0131,9.3583,1.497296617,0,0.016549413,10,2850.629253,33.855,8.075,44,0.916666667,42.83205753,45,0.9375
278,8/23/2022,6,10,amb,3000,278.1836092,92746.09957,279.602,2459815,NA,235.241,1.188576821,118.8576821,29,44.361,10.1005,2824.120001,10.152,0.030450014,4,16.59142466,4.147856166,55.2538,594.2535,65.6657,574.6661,NA,10.4119,583.8416,9.1755,1.571573523,0,0.017833433,10,2850.629253,33.855,8.075,47,0.979166667,42.94260924,46,0.958333333
282,8/23/2022,6,10,amb,3000,301.0331052,100364.0956,302.568,2459815,NA,251.69,1.202145496,120.2145496,29,50.878,10.1005,3056.088084,10.152,0.030450014,4,3.52235171,0.880587927,56.2694,811.6942,72.0522,785.7003,NA,15.7828,795.9114,10.2111,1.282944308,0,0.019829845,10,2850.629253,33.855,8.075,31,0.645833333,49.3431052,47,0.979166667
252,8/30/2022,6,10,amb,3000,135.0148775,15684.13217,135.261,2459822,NA,137.496,0.983744982,98.37449817,36,-2.235,10.9165,1476.576707,10.9364,0.094144623,7,-2.920821801,-0.417260257,57.1477,444.5275,64.9627,429.611,NA,7.815,436.7125,7.1015,1.626127029,0,0.017895068,10,2850.629253,33.855,8.075,10,0.208333333,-2.481122481,1,0.020833333
257,8/30/2022,6,10,amb,3000,124.1426967,14421.1549,124.369,2459822,NA,124.737,0.997049793,99.70497928,36,-0.368,10.9165,1357.674189,10.9364,0.094144623,7,1.575636445,0.225090921,65.9798,383.1634,74.6772,369.9209,NA,8.6974,374.466,4.5451,1.213755054,0,0.023226141,10,2850.629253,33.855,8.075,19,0.395833333,-0.594303272,2,0.041666667
251,8/30/2022,6,10,amb,3000,149.437586,17359.55986,149.71,2459822,NA,149.201,1.003411505,100.3411505,36,0.509,10.9165,1634.309215,10.9364,0.094144623,7,9.238427461,1.319775352,67.194,395.8335,74.0078,383.7275,NA,6.8138,389.0197,5.2922,1.360393831,0,0.017515308,10,2850.629253,33.855,8.075,38,0.791666667,0.236585952,3,0.0625
250,8/30/2022,6,10,amb,3000,106.5777164,12380.70219,106.772,2459822,NA,104.212,1.024565309,102.4565309,36,2.56,10.9165,1165.576538,10.9364,0.094144623,7,3.388851431,0.484121633,62.8516,244.8059,66.9603,237.4943,NA,4.1087,240.6972,3.2029,1.330676053,0,0.017069995,10,2850.629253,33.855,8.075,24,0.5,2.365716433,4,0.083333333
258,8/30/2022,6,10,amb,3000,138.6332814,16104.46751,138.886,2459822,NA,135.4,1.025745938,102.5745938,36,3.486,10.9165,1516.149019,10.9364,0.094144623,7,0.395124266,0.056446324,61.6887,438.0802,69.6645,424.6627,NA,7.9758,430.1044,5.4417,1.265204448,0,0.01854387,10,2850.629253,33.855,8.075,15,0.3125,3.233281427,5,0.104166667
265,8/30/2022,6,10,amb,3000,117.0975395,13602.74749,117.311,2459822,NA,112.434,1.043376559,104.3376559,36,4.877,10.9165,1280.625532,10.9364,0.094144623,7,-3.99603369,-0.570861956,78.8239,342.4621,84.8958,332.1505,NA,6.0719,336.3902,4.2397,1.260351818,0,0.018050169,10,2850.629253,33.855,8.075,8,0.166666667,4.663539547,6,0.125
279,8/30/2022,6,10,amb,3000,99.49163386,11557.54065,99.673,2459822,NA,93.807,1.062532647,106.2532647,36,5.866,10.9165,1088.080305,10.9364,0.094144623,7,-4.282248286,-0.611749755,64.2651,279.4092,67.4589,272.7691,NA,3.1938,276.2154,3.4463,1.247685683,0,0.011562715,10,2850.629253,33.855,8.075,7,0.145833333,5.684633856,7,0.145833333
273,8/30/2022,6,10,amb,3000,128.8241628,14964.98187,129.059,2459822,NA,121.86,1.059075989,105.9075989,36,7.199,10.9165,1408.872574,10.9364,0.094144623,7,-7.980304448,-1.140043493,78.6922,322.2913,84.3362,313.4949,NA,5.644,316.6473,3.1524,0.995555623,0,0.017824248,10,2850.629253,33.855,8.075,4,0.083333333,6.96416275,8,0.166666667
256,8/30/2022,6,10,amb,3000,89.85919311,10438.57897,90.023,2459822,NA,82.85,1.086578153,108.6578153,36,7.173,10.9165,982.7360795,10.9364,0.094144623,7,1.630052101,0.232864586,64.357,267.7697,67.2247,261.7542,NA,2.8677,264.902,3.1478,1.188288499,0,0.010825513,10,2850.629253,33.855,8.075,20,0.416666667,7.009193107,9,0.1875
248,8/30/2022,6,10,amb,3000,101.5768327,11799.76976,101.762,2459822,NA,94.519,1.076630096,107.6630096,36,7.243,10.9165,1110.884873,10.9364,0.094144623,7,5.439016099,0.7770023,63.1325,247.5073,65.5103,241.239,NA,2.3778,245.1295,3.8905,1.587120277,0,0.009700179,10,2850.629253,33.855,8.075,32,0.666666667,7.057832687,10,0.208333333
259,8/30/2022,6,10,amb,3000,129.5787871,15052.64353,129.815,2459822,NA,120.426,1.077964891,107.7964891,36,9.389,10.9165,1417.125448,10.9364,0.094144623,7,6.954021068,0.993431581,75.2752,440.427,82.0939,427.3212,NA,6.8187,433.6083,6.2871,1.449949182,0,0.015725483,10,2850.629253,33.855,8.075,36,0.75,9.152787124,11,0.229166667
276,8/30/2022,6,10,amb,3000,106.9290759,12421.51821,107.124,2459822,NA,96.707,1.107717125,110.7717125,36,10.417,10.9165,1169.419146,10.9364,0.094144623,7,3.622809529,0.517544218,65.2728,218.8206,67.0717,214.2631,NA,1.7989,217.0217,2.7586,1.271117128,0,0.008289033,10,2850.629253,33.855,8.075,26,0.541666667,10.22207593,12,0.25
249,8/30/2022,6,10,amb,3000,250.3116996,29077.6976,250.768,2459822,NA,239.235,1.048207829,104.8207829,36,11.533,10.9165,2737.508872,10.9364,0.094144623,7,5.539732545,0.791390364,67.8548,663.9628,78.6337,642.0855,NA,10.7789,653.1839,11.0984,1.699123325,0,0.016502091,10,2850.629253,33.855,8.075,33,0.6875,11.07669965,13,0.270833333
280,8/30/2022,6,10,amb,3000,111.9968378,13010.2196,112.201,2459822,NA,100.797,1.113138288,111.3138288,36,11.404,10.9165,1224.842217,10.9364,0.094144623,7,2.956806438,0.42240092,56.306,281.4173,60.5291,272.0418,NA,4.2231,277.1942,5.1524,1.858769051,0,0.015235167,10,2850.629253,33.855,8.075,23,0.479166667,11.19983776,14,0.291666667
261,8/30/2022,6,10,amb,3000,140.1744719,16283.50138,140.43,2459822,NA,128.754,1.090684561,109.0684561,36,11.676,10.9165,1533.004095,10.9364,0.094144623,7,4.168931216,0.595561602,73.8731,398.7045,81.3837,384.7732,NA,7.5106,391.1939,6.4207,1.641308824,0,0.019199175,10,2850.629253,33.855,8.075,29,0.604166667,11.42047195,15,0.3125
266,8/30/2022,6,10,amb,3000,305.2415664,35458.67802,305.798,2459822,NA,292.984,1.043736177,104.3736177,36,12.814,10.9165,3338.243867,10.9364,0.094144623,7,-3.847463574,-0.549637653,78.8035,1120.6201,93.6791,1086.8557,NA,14.8756,1105.7445,18.8888,1.708242727,0,0.013453017,10,2850.629253,33.855,8.075,9,0.1875,12.25756642,16,0.333333333
255,8/30/2022,6,10,amb,3000,163.0577574,18941.76008,163.355,2459822,NA,150.7,1.083974784,108.3974784,36,12.655,10.9165,1783.264858,10.9364,0.094144623,7,5.100144911,0.72859213,58.0157,559.3428,69.4858,540.4048,NA,11.4701,547.8727,7.4679,1.363072115,0,0.020935703,10,2850.629253,33.855,8.075,31,0.645833333,12.35775735,17,0.354166667
254,8/30/2022,6,10,amb,3000,133.7911084,15541.97185,134.035,2459822,NA,118.634,1.129819445,112.9819445,36,15.401,10.9165,1463.193078,10.9364,0.094144623,7,7.128928103,1.0184183,61.5915,421.9075,67.31,409.7545,NA,5.7185,416.189,6.4345,1.546052394,0,0.013740152,10,2850.629253,33.855,8.075,37,0.770833333,15.15710836,18,0.375
272,8/30/2022,6,10,amb,3000,108.2107395,12570.40388,108.408,2459822,NA,93.04,1.165176268,116.5176268,36,15.368,10.9165,1183.435932,10.9364,0.094144623,7,9.898012303,1.414001758,59.8457,252.5473,62.5253,246.907,NA,2.6796,249.8677,2.9607,1.184907053,0,0.010724075,10,2850.629253,33.855,8.075,40,0.833333333,15.17073955,19,0.395833333
285,8/30/2022,6,10,amb,3000,114.8117065,13337.21151,115.021,2459822,NA,98.242,1.170792533,117.0792533,36,16.779,10.9165,1255.626747,10.9364,0.094144623,7,-8.691580235,-1.241654319,47.9753,208.1065,52.5104,200.9569,NA,4.5351,203.5714,2.6145,1.28431597,0,0.022277687,10,2850.629253,33.855,8.075,3,0.0625,16.56970646,20,0.416666667
264,8/30/2022,6,10,amb,3000,147.0010276,17076.51474,147.269,2459822,NA,129.467,1.137502221,113.7502221,36,17.802,10.9165,1607.662039,10.9364,0.094144623,7,3.856884893,0.550983556,57.1959,390.5569,62.688,379.4045,NA,5.4921,385.0648,5.6603,1.469960381,0,0.014262794,10,2850.629253,33.855,8.075,27,0.5625,17.53402762,21,0.4375
291,8/30/2022,6,10,amb,3000,103.9475111,12075.16188,104.137,2459822,NA,85.976,1.211233367,121.1233367,36,18.161,10.9165,1136.811561,10.9364,0.094144623,7,0.212431125,0.030347304,48.9268,211.7034,53.0475,205.5941,NA,4.1207,207.5827,1.9886,0.957979639,0,0.019850884,10,2850.629253,33.855,8.075,14,0.291666667,17.97151111,22,0.458333333
277,8/30/2022,6,10,amb,3000,110.0364115,12782.48481,110.237,2459822,NA,91.973,1.198580018,119.8580018,36,18.264,10.9165,1203.402211,10.9364,0.094144623,7,5.092495059,0.727499294,62.9641,364.1138,69.3416,352.1859,NA,6.3775,357.7363,5.5504,1.551533909,0,0.017827377,10,2850.629253,33.855,8.075,30,0.625,18.06341148,23,0.479166667
283,8/30/2022,6,10,amb,3000,101.1665805,11752.11243,101.351,2459822,NA,82.235,1.232455767,123.2455767,36,19.116,10.9165,1106.398192,10.9364,0.094144623,7,-4.362353012,-0.623193287,76.0338,237.2963,78.6354,231.5981,NA,2.6016,234.6947,3.0966,1.319416246,0,0.011085039,10,2850.629253,33.855,8.075,6,0.125,18.93158055,24,0.5
268,8/30/2022,6,10,amb,3000,138.0463514,16036.28622,138.298,2459822,NA,119.071,1.161475086,116.1475086,36,19.227,10.9165,1509.730117,10.9364,0.094144623,7,0.558369237,0.079767034,57.5719,385.7327,63.9594,374.8078,NA,6.3875,379.3452,4.5374,1.196113724,0,0.016838225,10,2850.629253,33.855,8.075,17,0.354166667,18.97535136,25,0.520833333
263,8/30/2022,6,10,amb,3000,146.7075626,17042.42409,146.975,2459822,NA,125.808,1.168248442,116.8248442,36,21.167,10.9165,1604.452588,10.9364,0.094144623,7,10.49706687,1.499580982,67.5164,423.4018,72.9025,411.0194,NA,5.3861,418.0157,6.9963,1.673693117,0,0.012884923,10,2850.629253,33.855,8.075,42,0.875,20.89956259,26,0.541666667
286,8/30/2022,6,10,amb,3000,156.6085139,18192.57755,156.894,2459822,NA,132.78,1.181608676,118.1608676,36,24.114,10.9165,1712.733351,10.9364,0.094144623,7,-6.166535636,-0.880933662,58.4904,340.1318,66.5651,330.0345,NA,8.0747,332.0571,2.0226,0.609112108,0,0.024317203,10,2850.629253,33.855,8.075,5,0.104166667,23.82851386,27,0.5625
294,8/30/2022,6,10,amb,3000,105.1782675,12218.13388,105.37,2459822,NA,81.237,1.29706907,129.706907,36,24.133,10.9165,1150.271605,10.9364,0.094144623,7,13.99419301,1.99917043,60.6446,216.8442,64.0041,210.6005,NA,3.3595,213.4847,2.8842,1.351010166,0,0.015736491,10,2850.629253,33.855,8.075,44,0.916666667,23.94126753,28,0.583333333
278,8/30/2022,6,10,amb,3000,259.8014006,30180.07777,260.275,2459822,NA,235.241,1.106418524,110.6418524,36,25.034,10.9165,2841.292038,10.9364,0.094144623,7,-18.38220864,-2.626029806,55.2538,594.2535,65.6657,574.6661,NA,10.4119,583.8416,9.1755,1.571573523,0,0.017833433,10,2850.629253,33.855,8.075,1,0.020833333,24.5604006,29,0.604166667
287,8/30/2022,6,10,amb,3000,202.8941385,23569.39133,203.264,2459822,NA,178.119,1.141169667,114.1169667,36,25.145,10.9165,2218.931456,10.9364,0.094144623,7,-2.693619407,-0.384802772,75.7908,598.6324,85.9848,580.9585,NA,10.194,588.4384,7.4799,1.271144099,0,0.017323818,10,2850.629253,33.855,8.075,12,0.25,24.77513847,30,0.625
292,8/30/2022,6,10,amb,3000,140.7264657,16347.62426,140.983,2459822,NA,115.495,1.220684878,122.0684878,36,25.488,10.9165,1539.04092,10.9364,0.094144623,7,2.897223582,0.413889083,56.3487,376.6781,61.6224,364.1944,NA,5.2737,371.4044,7.21,1.941280179,0,0.014199347,10,2850.629253,33.855,8.075,22,0.458333333,25.2314657,31,0.645833333
260,8/30/2022,6,10,amb,3000,139.9898086,16262.04978,140.245,2459822,NA,113.542,1.235181695,123.5181695,36,26.703,10.9165,1530.984543,10.9364,0.094144623,7,4.024064928,0.574866418,68.974,386.5656,75.54,374.8219,NA,6.566,379.9996,5.1777,1.362554066,0,0.017278966,10,2850.629253,33.855,8.075,28,0.583333333,26.44780858,32,0.666666667
262,8/30/2022,6,10,amb,3000,205.5243438,23874.93164,205.899,2459822,NA,178.946,1.150620858,115.0620858,36,26.953,10.9165,2247.696434,10.9364,0.094144623,7,0.453948013,0.064849716,56.0414,577.0989,66.9803,557.58,NA,10.9389,566.16,8.58,1.515472658,0,0.019321217,10,2850.629253,33.855,8.075,16,0.333333333,26.5783438,33,0.6875
270,8/30/2022,6,10,amb,3000,158.4840948,18410.4562,158.773,2459822,NA,129.922,1.222064008,122.2064008,36,28.851,10.9165,1733.245455,10.9364,0.094144623,7,0.038968088,0.00556687,59.624,354.5166,66.7068,342.7982,NA,7.0828,347.4338,4.6356,1.334239789,0,0.020386042,10,2850.629253,33.855,8.075,13,0.270833333,28.56209481,34,0.708333333
246,8/30/2022,6,10,amb,3000,141.3383503,16418.70442,141.596,2459822,NA,110.334,1.283339678,128.3339678,36,31.262,10.9165,1545.732734,10.9364,0.094144623,7,10.03384013,1.433405733,60.4247,479.5498,67.1648,466.5848,NA,6.7401,472.8097,6.2249,1.316576204,0,0.014255418,10,2850.629253,33.855,8.075,41,0.854166667,31.00435028,35,0.729166667
288,8/30/2022,6,10,amb,3000,128.0375966,14873.60967,128.271,2459822,NA,97.029,1.32198621,132.198621,36,31.242,10.9165,1400.270372,10.9364,0.094144623,7,0.634195649,0.090599378,61.7506,261.2814,65.5186,255.4182,NA,3.768,257.5134,2.0952,0.813627563,0,0.014632248,10,2850.629253,33.855,8.075,18,0.375,31.0085966,36,0.75
269,8/30/2022,6,10,amb,3000,282.5678989,32824.76978,283.083,2459822,NA,251.543,1.125386117,112.5386117,36,31.54,10.9165,3090.27557,10.9364,0.094144623,7,-8.917885776,-1.273983682,57.7181,822.1988,69.1811,797.33,NA,11.463,810.7358,13.4058,1.653534974,0,0.014139008,10,2850.629253,33.855,8.075,2,0.041666667,31.0248989,37,0.770833333
284,8/30/2022,6,10,amb,3000,172.5983655,20050.05393,172.913,2459822,NA,140.285,1.232583669,123.2583669,36,32.628,10.9165,1887.604765,10.9364,0.094144623,7,2.792166135,0.398880876,72.9422,356.65,80.4571,345.8153,NA,7.5149,349.1351,3.3198,0.950864007,0,0.021524333,10,2850.629253,33.855,8.075,21,0.4375,32.3133655,38,0.791666667
281,8/30/2022,6,10,amb,3000,142.410396,16543.23963,142.67,2459822,NA,108.16,1.319064349,131.9064349,36,34.51,10.9165,1557.457055,10.9364,0.094144623,7,3.59617606,0.513739437,53.697,331.047,59.6865,320.7347,NA,5.9895,325.0575,4.3228,1.329857025,0,0.018425971,10,2850.629253,33.855,8.075,25,0.520833333,34.25039602,39,0.8125
253,8/30/2022,6,10,amb,3000,261.9544757,30430.1918,262.432,2459822,NA,223.559,1.17388251,117.388251,36,38.873,10.9165,2864.838928,10.9364,0.094144623,7,9.633996628,1.376285233,68.0527,679.7348,82.7301,655.0344,NA,14.6774,665.0574,10.023,1.50708796,0,0.022069373,10,2850.629253,33.855,8.075,39,0.8125,38.3954757,40,0.833333333
